student_id,quiz_attempts,questions_attempted,correct_answers,wrong_answers,accuracy,avg_time_per_question,easy_correct,medium_correct,hard_correct,previous_avg_score,current_elo_rating,question_difficulty_rating,total_answered,student_level
436,3,13,7,6,0.575,49.23,4,5,2,98.0,518.1,434.7,55,Intermediate
284,1,30,6,24,0.216,34.3,5,2,2,36.15,-129.3,131.0,59,Beginner
354,5,13,10,3,0.765,26.07,3,2,0,50.68,56.9,-282.9,87,Intermediate
199,5,23,21,2,0.916,39.7,8,8,5,98.0,684.1,65.0,113,Advanced
397,2,28,11,17,0.394,48.06,9,9,5,96.31,424.1,463.4,26,Intermediate
223,2,25,21,4,0.82,29.5,8,9,1,71.32,244.0,18.6,102,Intermediate
495,2,19,13,6,0.661,52.18,6,6,5,98.0,742.8,599.9,86,Advanced
32,2,10,9,1,0.854,14.08,3,2,2,82.29,313.5,-251.1,20,Advanced
87,1,18,16,2,0.91,31.89,5,4,2,87.02,323.4,-254.7,33,Advanced
485,1,15,9,6,0.572,38.61,4,1,0,53.95,26.2,5.1,54,Beginner
145,1,28,9,19,0.311,27.7,8,1,0,47.16,0.0,145.6,85,Beginner
156,2,29,20,9,0.677,37.11,10,10,8,98.0,673.4,501.4,60,Advanced
396,1,14,11,3,0.767,37.33,5,4,2,98.0,578.8,424.8,111,Advanced
95,1,13,5,8,0.409,60.82,4,5,3,98.0,394.1,541.9,36,Intermediate
257,5,27,26,1,0.98,19.64,9,9,3,90.69,500.6,-314.0,65,Advanced
144,2,28,20,8,0.729,31.36,10,7,5,98.0,437.3,73.5,31,Advanced
99,5,30,29,1,0.965,23.65,10,7,3,60.53,236.3,-270.2,35,Intermediate
483,3,26,1,25,0.05,61.09,4,2,0,42.2,-155.1,556.8,77,Beginner
100,3,19,15,4,0.766,29.12,5,3,0,55.26,103.9,-294.7,31,Intermediate
48,4,17,4,13,0.241,42.98,5,3,0,58.47,21.4,143.7,51,Beginner
337,1,11,3,8,0.312,57.75,4,2,3,98.0,400.3,585.6,100,Intermediate
434,4,28,22,6,0.782,36.04,10,8,3,88.33,368.9,159.9,92,Intermediate
64,3,30,29,1,0.956,26.42,8,8,2,65.41,157.9,-391.6,108,Intermediate
354,5,29,25,4,0.861,24.22,8,4,2,54.91,56.9,-337.4,97,Intermediate
271,5,22,17,5,0.795,30.25,7,6,0,74.68,284.5,120.7,142,Intermediate
416,4,28,23,5,0.838,38.72,10,8,3,98.0,439.9,5.5,144,Advanced
64,1,10,9,1,0.888,21.8,3,2,0,64.92,157.9,-384.3,62,Intermediate
488,5,18,9,9,0.489,61.93,6,6,4,89.29,566.9,559.0,89,Intermediate
310,4,12,1,11,0.056,40.42,4,1,0,46.15,-109.3,175.5,15,Beginner
422,1,22,20,2,0.888,37.21,7,7,6,98.0,708.8,189.7,124,Advanced
181,1,10,10,0,0.98,37.39,3,4,2,98.0,655.9,-255.1,89,Advanced
472,5,16,14,2,0.891,26.27,4,5,4,98.0,799.3,106.6,137,Advanced
314,5,18,18,0,0.98,20.23,6,5,1,91.88,511.6,-272.9,19,Advanced
64,3,12,12,0,0.98,21.91,4,4,1,59.5,157.9,-351.2,64,Intermediate
462,5,11,9,2,0.787,28.07,4,3,1,77.19,256.0,16.7,78,Intermediate
398,3,28,21,7,0.737,35.7,10,8,3,82.21,469.5,185.8,27,Intermediate
151,5,15,9,6,0.624,49.37,5,5,5,98.0,621.4,537.0,45,Advanced
273,3,30,12,18,0.393,47.99,10,9,6,98.0,561.8,533.3,42,Intermediate
195,4,17,16,1,0.913,38.58,6,5,3,98.0,426.6,-389.1,99,Advanced
272,1,11,11,0,0.967,23.5,4,3,1,85.47,298.6,-240.1,103,Advanced
483,5,12,1,11,0.111,52.76,2,1,0,28.7,-155.1,457.2,98,Beginner
450,1,24,1,23,0.05,63.56,4,3,0,25.16,-113.1,475.6,49,Beginner
108,2,10,0,10,0.05,66.8,1,0,0,20.0,-375.5,564.9,20,Beginner
486,3,29,26,3,0.902,34.79,10,9,5,98.0,510.9,-278.7,20,Advanced
219,4,15,13,2,0.865,39.33,5,5,1,64.68,123.2,-255.1,120,Intermediate
353,4,22,22,0,0.98,27.32,7,7,3,96.98,422.0,-220.8,21,Advanced
383,4,19,1,18,0.075,56.6,5,1,0,20.04,-249.3,500.6,128,Beginner
242,5,10,5,5,0.536,24.32,3,1,0,71.68,178.1,151.9,51,Beginner
229,4,24,18,6,0.76,23.19,8,5,0,55.65,178.1,18.0,93,Intermediate
229,1,10,6,4,0.554,38.4,3,2,0,75.29,178.1,140.4,22,Intermediate
432,4,26,21,5,0.811,17.46,9,3,2,49.64,88.8,-301.4,124,Intermediate
194,2,20,8,12,0.422,24.52,5,3,0,41.65,74.4,74.7,138,Beginner
140,3,16,16,0,0.98,25.36,5,5,3,98.0,548.3,-247.5,143,Advanced
181,4,29,25,4,0.854,33.19,10,9,5,98.0,655.9,81.6,1,Advanced
98,2,14,8,6,0.564,44.42,5,5,2,98.0,486.2,422.3,138,Intermediate
196,2,15,9,6,0.623,41.5,5,1,0,57.4,223.6,130.7,35,Intermediate
58,2,23,20,3,0.878,29.22,8,5,3,94.51,395.3,-346.5,88,Advanced
45,2,17,8,9,0.461,55.07,6,6,4,98.0,494.6,440.4,140,Intermediate
362,5,20,1,19,0.05,70.41,3,0,1,20.0,-324.7,402.8,97,Beginner
39,2,26,21,5,0.814,43.36,9,7,1,79.11,219.9,-261.0,122,Intermediate
285,3,29,20,9,0.689,35.49,6,5,2,49.28,-100.9,-205.4,36,Beginner
390,4,26,20,6,0.756,27.3,9,6,0,75.98,217.7,46.4,139,Intermediate
363,2,11,10,1,0.897,25.33,4,3,0,66.02,333.5,-370.6,96,Intermediate
224,1,29,22,7,0.746,37.87,10,6,1,46.11,53.3,-236.4,132,Intermediate
97,2,18,18,0,0.98,18.7,6,5,2,78.88,153.8,-347.7,2,Advanced
466,1,27,26,1,0.98,35.03,9,8,9,98.0,816.4,-200.9,64,Advanced
418,3,16,15,1,0.907,28.29,4,6,5,98.0,1167.9,130.8,123,Advanced
307,1,22,4,18,0.167,48.37,6,1,0,20.0,-235.7,179.8,14,Beginner
44,2,30,29,1,0.96,19.25,10,6,2,69.83,249.3,-300.8,34,Intermediate
18,3,29,2,27,0.072,50.83,8,3,0,48.87,-106.7,542.6,125,Beginner
158,2,23,20,3,0.877,22.95,8,6,2,93.13,311.4,-244.1,143,Advanced
79,2,22,19,3,0.844,34.02,7,8,7,98.0,817.9,-378.8,57,Advanced
431,4,10,5,5,0.506,26.0,3,1,0,39.75,-146.7,-228.6,24,Beginner
103,3,22,4,18,0.196,71.98,2,2,1,27.96,-270.5,559.7,18,Beginner
142,4,18,14,4,0.765,37.38,6,6,6,98.0,673.0,405.8,124,Advanced
488,5,10,9,1,0.928,22.65,3,3,3,97.06,566.9,135.5,117,Advanced
410,2,29,28,1,0.98,26.68,10,9,7,98.0,722.6,-354.0,100,Advanced
110,2,19,18,1,0.922,30.14,6,2,1,74.12,136.0,-295.8,4,Intermediate
192,3,26,24,2,0.906,26.82,8,7,2,68.32,185.8,-230.0,54,Intermediate
258,1,10,7,3,0.67,47.33,3,4,3,98.0,605.8,473.0,33,Advanced
333,4,15,15,0,0.98,36.12,5,4,1,90.65,389.6,-387.9,84,Advanced
469,1,28,6,22,0.21,55.75,10,8,4,87.81,357.2,519.1,99,Beginner
436,2,29,25,4,0.874,26.82,10,8,4,98.0,518.1,126.1,131,Advanced
489,5,10,3,7,0.275,28.62,3,1,0,57.92,23.4,68.3,37,Beginner
21,4,28,1,27,0.05,69.67,9,5,0,55.64,117.8,571.2,86,Beginner
119,3,16,14,2,0.859,21.92,5,6,3,98.0,590.1,-263.3,10,Advanced
282,1,14,3,11,0.193,55.63,5,2,2,64.01,199.1,523.7,28,Beginner
25,5,30,27,3,0.912,32.61,8,6,1,63.08,111.7,-340.2,103,Intermediate
178,3,21,6,15,0.278,70.58,5,3,3,71.88,313.4,523.8,84,Beginner
77,5,26,20,6,0.76,30.93,9,6,1,67.25,185.9,10.5,46,Intermediate
467,4,12,12,0,0.968,23.94,4,4,0,69.69,249.7,-379.2,72,Intermediate
32,5,25,5,20,0.181,55.24,7,8,1,81.55,313.5,506.7,138,Beginner
75,1,17,16,1,0.955,21.71,6,2,1,74.43,185.4,-337.5,49,Intermediate
98,5,24,23,1,0.968,22.41,8,8,4,98.0,486.2,-319.4,10,Advanced
75,4,23,6,17,0.264,56.79,8,7,0,84.23,185.4,549.2,16,Beginner
285,2,11,2,9,0.154,50.92,2,0,0,46.28,-100.9,164.4,53,Beginner
183,5,28,4,24,0.139,54.18,6,3,3,48.67,5.0,410.9,82,Beginner
457,3,16,15,1,0.919,38.8,4,6,3,98.0,556.4,113.6,135,Advanced
131,4,17,7,10,0.411,34.08,5,1,0,53.55,5.3,33.3,83,Beginner
269,5,26,25,1,0.98,22.72,8,6,2,76.39,207.6,-238.1,12,Advanced
331,3,28,27,1,0.98,33.85,10,7,3,81.8,416.8,-214.2,29,Advanced
313,4,28,17,11,0.623,45.3,9,8,5,98.0,475.0,401.0,132,Intermediate
399,5,19,16,3,0.823,25.44,4,3,3,45.4,50.6,-280.8,21,Intermediate
101,4,17,12,5,0.677,32.52,6,2,0,69.96,156.4,53.5,126,Intermediate
254,4,27,23,4,0.837,37.54,9,4,0,57.94,-8.6,-269.6,118,Intermediate
401,5,15,15,0,0.98,28.95,3,3,2,60.37,79.7,-213.7,20,Intermediate
432,5,23,15,8,0.661,40.2,6,3,1,40.28,88.8,11.8,84,Beginner
309,4,14,6,8,0.443,51.1,4,5,3,93.11,573.7,568.2,84,Intermediate
326,1,14,9,5,0.611,54.5,5,5,1,96.8,423.0,407.7,16,Intermediate
433,4,21,3,18,0.129,57.63,6,2,0,30.43,0.6,437.4,18,Beginner
313,2,28,27,1,0.98,31.08,10,9,4,98.0,475.0,-399.8,29,Advanced
475,3,16,9,7,0.579,38.93,5,2,1,61.22,33.4,0.4,140,Beginner
64,2,25,24,1,0.98,18.83,6,5,0,74.87,157.9,-269.4,10,Intermediate
174,2,10,8,2,0.823,46.28,3,4,3,98.0,747.2,515.0,148,Advanced
57,5,24,22,2,0.932,31.6,8,8,6,98.0,552.6,-326.2,91,Advanced
46,2,18,7,11,0.39,47.31,4,2,1,55.62,39.5,124.2,53,Beginner
236,1,11,10,1,0.942,33.67,4,2,0,56.57,183.5,-363.6,47,Intermediate
113,4,21,16,5,0.775,46.29,7,7,5,98.0,680.5,488.2,145,Advanced
204,4,15,14,1,0.938,53.87,5,5,4,98.0,967.8,510.9,65,Advanced
219,5,23,2,21,0.085,52.72,7,4,0,67.84,123.2,492.6,42,Beginner
311,1,10,9,1,0.937,14.44,3,4,2,90.14,441.6,-328.0,139,Advanced
473,5,17,1,16,0.05,58.71,4,0,0,50.33,-55.9,558.6,91,Beginner
425,5,14,4,10,0.289,42.93,1,0,0,30.07,-303.1,-242.2,113,Beginner
190,2,16,16,0,0.98,17.3,5,6,1,98.0,612.2,-255.0,37,Advanced
163,5,10,10,0,0.974,14.61,3,4,2,98.0,498.2,-298.9,148,Advanced
386,5,15,14,1,0.907,12.86,5,5,4,91.69,544.2,-322.2,4,Advanced
62,1,11,10,1,0.928,31.21,4,3,2,88.95,357.6,0.4,144,Advanced
271,1,23,21,2,0.914,14.77,8,4,2,83.61,284.5,-243.0,53,Advanced
212,4,19,5,14,0.26,44.56,4,2,1,54.79,-35.2,115.4,2,Beginner
92,3,15,2,13,0.125,43.05,3,0,0,30.47,-236.6,146.6,67,Beginner
309,5,22,17,5,0.768,40.42,7,7,3,98.0,573.7,452.3,62,Advanced
161,5,29,2,27,0.07,53.75,7,2,1,30.59,-47.9,561.1,30,Beginner
93,1,21,17,4,0.799,32.61,7,7,4,97.9,434.3,129.0,129,Advanced
327,5,15,14,1,0.917,19.78,5,2,0,71.5,176.7,-305.1,78,Intermediate
88,5,18,4,14,0.242,58.07,5,3,2,86.59,293.7,554.0,4,Beginner
337,4,26,25,1,0.978,27.71,9,8,5,98.0,400.3,-212.6,140,Advanced
82,2,12,11,1,0.947,30.44,3,2,1,56.75,138.6,-208.0,72,Intermediate
218,4,16,9,7,0.569,38.79,3,1,0,44.2,-178.6,-207.8,123,Beginner
404,3,19,19,0,0.98,28.16,6,6,4,98.0,542.8,56.4,16,Advanced
115,2,23,23,0,0.98,20.99,8,6,3,84.27,357.7,49.3,62,Advanced
384,1,22,19,3,0.855,33.51,7,8,7,98.0,998.2,152.9,105,Advanced
361,4,24,24,0,0.98,33.48,8,8,6,98.0,767.8,113.9,63,Advanced
452,2,29,25,4,0.863,27.62,9,9,2,79.64,273.6,35.6,3,Intermediate
85,2,13,13,0,0.98,27.02,4,5,1,98.0,594.5,113.6,131,Advanced
358,2,20,14,6,0.695,45.57,5,2,0,40.53,-44.6,-248.7,92,Beginner
469,1,17,15,2,0.854,21.04,6,3,1,90.6,357.2,85.1,86,Advanced
382,2,11,11,0,0.961,34.57,4,3,3,98.0,827.3,177.6,28,Advanced
94,5,12,11,1,0.908,39.13,4,2,1,98.0,439.4,143.9,63,Advanced
412,4,23,23,0,0.98,22.51,8,7,1,92.47,287.8,-289.0,131,Advanced
54,1,20,20,0,0.975,25.69,7,7,3,98.0,619.6,56.3,42,Advanced
295,2,16,13,3,0.811,25.58,5,4,0,49.89,-5.9,-202.5,26,Intermediate
249,4,29,27,2,0.943,24.9,10,10,7,98.0,669.7,-356.4,141,Advanced
266,5,16,15,1,0.914,31.2,5,6,3,98.0,462.0,-362.5,55,Advanced
260,3,22,14,8,0.635,34.12,5,5,2,58.89,197.1,124.6,74,Intermediate
16,5,30,19,11,0.628,51.82,5,1,0,42.52,-144.0,-262.2,3,Beginner
255,1,24,10,14,0.435,49.96,7,5,4,95.87,507.2,546.2,49,Intermediate
469,5,25,21,4,0.849,34.54,8,7,2,87.32,357.2,-373.6,140,Advanced
219,1,15,1,14,0.096,62.35,5,2,2,54.37,123.2,520.1,135,Beginner
139,4,29,26,3,0.885,25.66,10,9,3,95.16,388.1,-211.2,150,Advanced
498,1,19,13,6,0.703,39.97,5,6,0,62.83,162.0,10.6,103,Intermediate
50,5,16,14,2,0.871,28.21,4,6,4,98.0,913.2,413.1,113,Advanced
244,2,25,2,23,0.098,45.27,3,0,1,20.0,-322.9,59.5,133,Beginner
257,2,21,21,0,0.98,19.89,7,7,3,96.21,500.6,-222.8,13,Advanced
239,4,12,1,11,0.085,41.58,4,1,0,33.73,-195.7,140.1,46,Beginner
461,1,10,6,4,0.598,43.31,3,4,2,98.0,592.8,475.2,15,Intermediate
211,3,12,3,9,0.232,52.98,4,3,0,97.43,330.4,597.6,147,Beginner
487,2,13,13,0,0.98,13.33,4,5,2,98.0,603.5,-344.2,90,Advanced
34,3,14,3,11,0.219,55.99,5,1,0,62.07,166.0,419.2,131,Beginner
367,2,17,7,10,0.394,40.01,6,4,0,59.19,123.8,175.5,91,Beginner
297,5,14,11,3,0.801,24.69,4,0,1,50.19,0.5,-293.7,96,Intermediate
121,3,28,18,10,0.636,42.31,10,8,3,89.01,310.4,196.0,103,Intermediate
114,4,30,28,2,0.946,28.3,9,10,7,98.0,697.0,6.7,147,Advanced
360,1,30,20,10,0.679,27.19,10,6,3,75.31,282.6,41.6,131,Intermediate
319,4,13,1,12,0.05,82.37,4,2,0,58.34,87.4,573.0,66,Beginner
306,2,21,21,0,0.98,32.06,7,4,1,75.53,131.9,-372.1,95,Intermediate
26,3,12,7,5,0.611,50.22,4,2,0,70.0,120.0,52.4,76,Intermediate
299,5,24,24,0,0.98,23.07,8,8,6,98.0,555.9,30.8,27,Advanced
491,4,12,8,4,0.706,32.31,3,0,0,22.24,-280.1,-376.4,90,Beginner
9,2,16,8,8,0.494,28.1,4,5,0,74.15,126.8,115.8,57,Beginner
235,2,14,9,5,0.644,45.24,5,5,4,98.0,619.9,500.7,118,Advanced
248,5,20,13,7,0.637,30.89,5,5,2,69.6,140.3,92.0,132,Intermediate
449,2,17,16,1,0.923,47.32,6,1,0,61.35,51.3,-278.2,106,Intermediate
142,1,21,15,6,0.705,45.88,7,7,6,98.0,673.0,576.4,27,Advanced
238,2,14,1,13,0.097,53.61,4,2,0,68.92,43.0,428.9,138,Beginner
359,1,20,1,19,0.06,50.6,7,2,0,47.37,-6.7,562.3,50,Beginner
31,4,11,1,10,0.05,47.89,3,0,1,20.0,-359.5,96.4,71,Beginner
401,5,10,4,6,0.445,31.67,3,1,0,63.38,79.7,115.6,95,Beginner
412,3,12,7,5,0.587,43.69,4,4,2,67.81,287.8,191.3,86,Intermediate
360,4,15,2,13,0.166,45.86,4,3,0,77.85,282.6,556.2,116,Beginner
325,5,26,12,14,0.453,52.57,9,9,6,98.0,540.3,565.2,63,Intermediate
374,5,16,9,7,0.54,34.6,5,5,4,98.0,503.0,452.2,99,Intermediate
391,1,20,18,2,0.892,28.13,6,6,2,91.32,416.3,132.2,119,Advanced
452,1,24,20,4,0.851,22.89,8,7,3,89.3,273.6,-391.8,78,Advanced
215,2,25,10,15,0.386,32.87,6,4,0,38.13,-52.5,45.4,108,Beginner
229,2,22,18,4,0.837,22.27,7,7,1,57.66,178.1,-206.3,128,Intermediate
319,1,13,11,2,0.816,33.04,3,2,0,54.05,87.4,-251.6,144,Intermediate
97,1,23,9,14,0.392,55.92,8,4,0,71.34,153.8,191.9,79,Beginner
429,5,16,11,5,0.709,37.73,5,4,1,85.24,285.1,157.7,146,Intermediate
386,1,22,6,16,0.279,48.71,6,8,3,98.0,544.2,588.4,69,Intermediate
316,3,30,2,28,0.062,59.43,5,2,1,33.79,-235.1,510.8,84,Beginner
151,1,11,7,4,0.603,48.0,4,3,3,98.0,621.4,550.9,22,Intermediate
174,4,11,8,3,0.719,52.25,4,3,4,98.0,747.2,519.8,6,Advanced
218,4,15,1,14,0.063,63.59,3,0,0,24.57,-178.6,584.9,68,Beginner
332,3,19,15,4,0.813,14.8,6,4,0,50.99,110.9,-266.0,88,Intermediate
390,2,20,15,5,0.726,38.15,7,7,0,69.96,217.7,45.5,74,Intermediate
336,1,16,12,4,0.727,34.11,5,3,0,61.47,51.7,-205.0,98,Intermediate
465,3,28,27,1,0.98,36.19,9,5,0,62.35,104.5,-285.8,43,Intermediate
481,4,10,10,0,0.98,21.28,3,3,3,98.0,490.2,-296.6,11,Advanced
353,1,21,7,14,0.316,58.69,7,6,2,83.76,422.0,570.2,108,Beginner
186,5,21,1,20,0.05,49.07,7,2,0,66.05,-45.9,464.8,28,Beginner
300,5,26,17,9,0.672,45.24,9,8,5,98.0,598.0,458.2,48,Advanced
213,4,21,2,19,0.109,61.21,7,4,1,70.57,196.0,533.7,131,Beginner
315,5,12,1,11,0.067,57.65,4,3,0,62.19,41.7,599.9,2,Beginner
407,2,16,16,0,0.978,27.3,5,6,4,98.0,660.5,-207.0,65,Advanced
185,4,13,3,10,0.196,58.84,4,4,0,71.25,277.0,540.2,96,Beginner
253,4,19,6,13,0.336,50.92,6,4,3,93.27,368.0,505.4,139,Intermediate
23,4,29,13,16,0.44,60.52,10,9,3,84.14,448.6,482.1,52,Intermediate
369,4,18,18,0,0.974,23.26,6,4,4,89.15,252.2,-395.9,49,Advanced
245,1,17,10,7,0.597,31.39,5,1,0,38.87,-133.8,-234.7,31,Beginner
230,5,19,3,16,0.166,46.99,6,5,2,83.94,359.6,559.6,148,Beginner
267,4,13,13,0,0.98,28.96,4,3,0,61.43,227.6,-212.7,33,Intermediate
108,1,27,2,25,0.079,44.19,3,2,0,20.0,-375.5,183.5,102,Beginner
299,4,23,23,0,0.98,38.24,8,7,4,98.0,555.9,166.2,131,Advanced
373,5,24,22,2,0.931,15.72,8,7,4,98.0,475.9,-201.0,113,Advanced
175,1,17,17,0,0.98,29.26,5,3,2,56.33,44.6,-293.9,78,Intermediate
66,5,15,12,3,0.797,31.02,5,5,4,98.0,762.0,529.9,90,Advanced
194,2,19,4,15,0.202,58.75,6,4,0,60.53,74.4,418.0,51,Beginner
100,2,15,1,14,0.085,57.52,4,4,0,79.3,103.9,521.1,82,Beginner
187,3,10,10,0,0.962,27.7,3,3,0,69.8,233.3,-308.9,114,Intermediate
314,4,25,24,1,0.942,20.7,8,8,4,98.0,511.6,-289.4,110,Advanced
57,1,28,26,2,0.916,18.79,9,9,3,98.0,552.6,15.2,25,Advanced
374,2,14,13,1,0.925,30.27,5,4,3,94.67,503.0,192.2,31,Advanced
113,5,23,22,1,0.949,26.24,8,7,7,98.0,680.5,-334.3,108,Advanced
448,2,29,3,26,0.108,65.27,8,4,0,54.43,51.0,575.2,74,Beginner
367,2,25,5,20,0.207,56.72,8,6,1,66.88,123.8,433.8,67,Beginner
137,4,27,19,8,0.69,30.38,9,5,2,53.8,223.9,159.6,143,Intermediate
282,2,28,18,10,0.632,48.45,10,6,2,71.1,199.1,126.8,25,Intermediate
56,1,15,10,5,0.686,33.33,5,3,2,77.68,324.7,92.9,135,Intermediate
50,3,11,10,1,0.928,20.54,4,3,3,98.0,913.2,-310.3,82,Advanced
479,1,26,23,3,0.894,28.85,6,3,1,44.35,47.1,-326.0,140,Intermediate
402,2,26,10,16,0.373,42.5,9,0,0,53.46,63.8,154.5,75,Beginner
78,4,14,2,12,0.168,44.43,2,0,0,20.0,-290.1,143.6,121,Beginner
142,4,28,27,1,0.98,25.97,10,8,6,98.0,673.0,89.2,35,Advanced
99,5,10,1,9,0.123,66.14,3,2,0,60.52,236.3,561.3,118,Beginner
198,5,17,17,0,0.98,39.1,5,0,0,47.08,-37.1,-316.2,32,Intermediate
146,1,30,28,2,0.926,10.65,10,10,9,98.0,897.6,-336.5,139,Advanced
165,3,17,8,9,0.484,41.57,3,1,0,20.0,-250.4,-252.2,87,Beginner
265,1,25,22,3,0.874,25.04,8,8,0,69.1,234.8,-356.9,115,Intermediate
95,5,10,7,3,0.696,34.35,3,4,2,83.21,394.1,148.0,138,Intermediate
442,1,20,2,18,0.108,67.07,6,5,0,79.58,292.5,543.9,14,Beginner
364,4,26,3,23,0.121,37.17,7,1,0,29.23,-162.8,418.8,51,Beginner
381,1,27,26,1,0.98,34.15,9,9,9,98.0,802.6,101.5,87,Advanced
85,1,19,17,2,0.888,35.22,6,7,3,98.0,594.5,38.3,3,Advanced
355,5,11,11,0,0.957,20.08,4,2,0,53.4,172.1,-353.9,6,Intermediate
419,1,21,7,14,0.353,29.49,4,1,0,51.51,-75.8,74.0,100,Beginner
88,3,25,20,5,0.808,36.38,8,7,3,89.75,293.7,-355.6,27,Intermediate
376,3,19,7,12,0.359,44.56,6,7,0,95.32,339.7,545.1,75,Beginner
179,4,30,19,11,0.647,35.76,10,7,2,53.72,84.4,33.0,102,Intermediate
394,5,16,16,0,0.98,32.06,5,5,3,87.64,272.6,-313.7,117,Advanced
240,3,27,26,1,0.98,27.68,8,6,3,82.49,292.4,-316.4,139,Advanced
402,4,25,19,6,0.76,29.71,7,3,1,49.8,63.8,-322.7,4,Intermediate
74,5,19,1,18,0.05,59.48,1,0,1,20.0,-263.4,578.1,3,Beginner
195,1,12,12,0,0.98,28.14,4,4,1,91.28,426.6,-376.5,7,Advanced
137,3,17,16,1,0.93,20.3,6,3,0,73.21,223.9,-225.6,114,Intermediate
125,2,26,25,1,0.98,20.85,9,9,8,98.0,931.9,-334.6,13,Advanced
155,5,28,7,21,0.233,54.42,10,3,0,58.67,86.9,415.3,69,Beginner
192,4,19,13,6,0.674,23.37,5,3,1,65.79,185.8,97.1,3,Intermediate
64,4,16,11,5,0.677,34.05,5,4,0,76.6,157.9,14.8,124,Intermediate
354,1,26,14,12,0.522,18.4,8,6,0,54.78,56.9,69.6,123,Beginner
276,5,29,24,5,0.833,27.44,10,10,7,98.0,637.0,-354.4,96,Advanced
415,1,12,1,11,0.084,61.83,3,1,1,29.2,-190.6,500.8,146,Beginner
353,3,16,16,0,0.98,19.34,5,5,1,91.3,422.0,-268.5,89,Advanced
75,4,26,24,2,0.94,16.63,9,7,1,57.64,185.4,-262.7,103,Intermediate
35,5,12,12,0,0.98,26.91,3,4,4,98.0,795.0,139.2,64,Advanced
212,2,30,24,6,0.803,32.38,7,5,0,66.05,-35.2,-258.3,148,Intermediate
241,2,14,8,6,0.597,33.86,1,0,0,20.0,-276.9,-337.7,53,Beginner
121,1,20,8,12,0.414,45.5,7,6,2,83.21,310.4,469.3,37,Intermediate
392,4,20,15,5,0.747,30.27,7,6,0,84.66,319.2,62.5,76,Intermediate
291,1,17,15,2,0.905,29.31,4,1,0,54.77,-33.3,-281.9,27,Intermediate
374,4,12,12,0,0.98,31.94,4,4,2,98.0,503.0,129.4,101,Advanced
55,1,10,5,5,0.458,44.96,3,4,2,98.0,415.9,487.1,89,Intermediate
408,3,17,16,1,0.922,25.99,6,4,0,84.22,323.0,-289.5,57,Intermediate
104,3,15,15,0,0.974,31.32,5,5,1,98.0,399.9,-352.5,3,Advanced
225,3,29,25,4,0.863,30.43,10,8,7,98.0,457.3,34.8,74,Advanced
220,2,23,18,5,0.794,30.11,8,4,1,90.9,285.6,6.5,80,Intermediate
411,1,11,2,9,0.173,68.55,4,3,1,73.37,231.7,514.4,90,Beginner
139,4,25,20,5,0.806,29.7,7,7,2,91.99,388.1,61.2,7,Intermediate
121,5,22,21,1,0.934,19.01,7,7,2,78.09,310.4,-389.6,1,Advanced
170,2,12,6,6,0.466,26.92,4,2,0,55.91,46.3,16.2,118,Beginner
181,3,18,18,0,0.98,28.96,5,6,3,98.0,655.9,80.8,33,Advanced
91,1,25,24,1,0.966,16.6,5,2,0,32.42,-9.6,-313.5,135,Intermediate
89,1,23,17,6,0.737,34.17,7,7,1,68.61,197.5,138.8,28,Intermediate
116,2,22,19,3,0.878,28.15,7,7,1,83.5,263.8,-381.1,55,Intermediate
234,4,20,7,13,0.364,57.93,7,7,1,77.82,386.2,439.2,132,Beginner
172,4,24,15,9,0.63,34.98,7,6,5,95.02,529.1,434.0,19,Intermediate
197,4,28,9,19,0.339,41.91,10,5,0,55.16,-40.8,122.2,135,Beginner
360,1,13,4,9,0.323,49.8,4,3,1,89.01,282.6,406.0,3,Beginner
121,1,18,4,14,0.24,60.07,6,5,2,76.07,310.4,593.2,27,Beginner
455,2,27,26,1,0.95,26.7,8,7,2,59.58,81.9,-310.0,45,Intermediate
376,2,20,12,8,0.606,34.87,7,3,0,83.34,339.7,173.9,105,Intermediate
88,3,13,9,4,0.669,46.22,3,3,2,88.78,293.7,180.3,88,Intermediate
157,3,12,10,2,0.871,33.61,4,2,1,68.1,223.6,-322.9,63,Intermediate
92,1,25,2,23,0.091,58.52,2,1,1,23.31,-236.6,106.1,85,Beginner
137,5,20,19,1,0.929,24.83,7,3,1,83.12,223.9,-378.6,83,Advanced
183,4,26,3,23,0.11,56.59,8,3,2,42.47,5.0,524.8,120,Beginner
66,2,12,11,1,0.956,18.29,4,4,2,98.0,762.0,4.7,62,Advanced
8,4,22,1,21,0.05,52.57,4,2,0,51.24,1.7,443.4,140,Beginner
220,2,22,21,1,0.958,33.97,7,8,2,90.75,285.6,40.8,71,Advanced
351,1,19,17,2,0.895,30.98,6,4,2,82.26,418.1,-327.4,127,Advanced
152,4,18,7,11,0.372,56.21,6,5,0,77.92,336.1,447.9,104,Beginner
431,1,15,11,4,0.72,25.37,3,1,0,40.07,-146.7,-266.2,61,Beginner
185,2,26,25,1,0.965,20.36,9,9,2,83.68,277.0,-219.8,44,Advanced
451,2,16,13,3,0.829,46.44,5,6,3,98.0,543.7,190.4,76,Advanced
118,5,18,13,5,0.748,39.37,6,6,5,98.0,754.7,506.2,4,Advanced
270,3,28,24,4,0.844,38.97,10,5,3,78.06,270.3,37.6,51,Intermediate
382,4,23,23,0,0.98,27.73,8,8,5,98.0,827.3,-209.1,76,Advanced
